year,State,PCE Category,PCE
2010,Indiana,      Housing and utilities,5021
2010,Indiana,      Health care,5559
2010,Iowa,      Clothing and footwear,874
2010,Iowa,      Gasoline and other energy goods,1615
2010,Iowa,    Household consumption expenditures (for services),18258
2010,Iowa,      Housing and utilities,4815
2010,Iowa,      Health care,5223
2010,Kansas,      Clothing and footwear,853
2010,Kansas,      Gasoline and other energy goods,1095
2010,Kansas,    Household consumption expenditures (for services),18633
2010,Kansas,      Housing and utilities,5077
2010,Kansas,      Health care,5282
2010,Kentucky,      Clothing and footwear,768
2010,Kentucky,      Gasoline and other energy goods,1303
2010,Kentucky,    Household consumption expenditures (for services),16278
2010,Kentucky,      Housing and utilities,4352
2010,Kentucky,      Health care,5106
2010,Louisiana,      Clothing and footwear,958
2010,Louisiana,      Gasoline and other energy goods,1291
2010,Louisiana,    Household consumption expenditures (for services),17472
2010,Louisiana,      Housing and utilities,4623
2010,Louisiana,      Health care,5293
2010,Maine,      Clothing and footwear,945
2010,Maine,      Gasoline and other energy goods,2012
2010,Maine,    Household consumption expenditures (for services),21258
2010,Maine,      Housing and utilities,5693
2010,Maine,      Health care,6287
2010,Maryland,      Clothing and footwear,1114
2010,Maryland,      Gasoline and other energy goods,987
2010,Maryland,    Household consumption expenditures (for services),24756
2010,Maryland,      Housing and utilities,7935
2010,Maryland,      Health care,6016
2010,Massachusetts,      Clothing and footwear,1278
2010,Massachusetts,      Gasoline and other energy goods,1117
2010,Massachusetts,    Household consumption expenditures (for services),28781
2010,Massachusetts,      Housing and utilities,8215
2010,Massachusetts,      Health care,7744
2010,Michigan,      Clothing and footwear,884
2010,Michigan,      Gasoline and other energy goods,1105
2010,Michigan,    Household consumption expenditures (for services),20055
2010,Michigan,      Housing and utilities,5965
2010,Michigan,      Health care,5527
2010,Minnesota,      Clothing and footwear,1028
2010,Minnesota,      Gasoline and other energy goods,1309
2010,Minnesota,    Household consumption expenditures (for services),23102
2010,Minnesota,      Housing and utilities,6303
2010,Minnesota,      Health care,6352
2010,Mississippi,      Clothing and footwear,843
2010,Mississippi,      Gasoline and other energy goods,1325
2010,Mississippi,    Household consumption expenditures (for services),15022
2010,Mississippi,      Housing and utilities,4275
2010,Mississippi,      Health care,5047
2010,Missouri,      Clothing and footwear,853
2010,Missouri,      Gasoline and other energy goods,1499
2010,Missouri,    Household consumption expenditures (for services),19737
2010,Missouri,      Housing and utilities,5065
2010,Missouri,      Health care,5577
2010,Montana,      Clothing and footwear,835
2010,Montana,      Gasoline and other energy goods,1727
2010,Montana,    Household consumption expenditures (for services),18563
2010,Montana,      Housing and utilities,4980
2010,Montana,      Health care,5430
2010,Nebraska,      Clothing and footwear,880
2010,Nebraska,      Gasoline and other energy goods,1777
2010,Nebraska,    Household consumption expenditures (for services),20066
2010,Nebraska,      Housing and utilities,4963
2010,Nebraska,      Health care,5733
2010,Nevada,      Clothing and footwear,1000
2010,Nevada,      Gasoline and other energy goods,982
2010,Nevada,    Household consumption expenditures (for services),21722
2010,Nevada,      Housing and utilities,6460
2010,Nevada,      Health care,4308
2010,New Hampshire,      Clothing and footwear,1262
2010,New Hampshire,      Gasoline and other energy goods,1659
2010,New Hampshire,    Household consumption expenditures (for services),26683
2010,New Hampshire,      Housing and utilities,7954
2010,New Hampshire,      Health care,7036
2010,New Jersey,      Clothing and footwear,1361
2010,New Jersey,      Gasoline and other energy goods,972
2010,New Jersey,    Household consumption expenditures (for services),26629
2010,New Jersey,      Housing and utilities,8670
2010,New Jersey,      Health care,5807
2010,New Mexico,      Clothing and footwear,767
2010,New Mexico,      Gasoline and other energy goods,1408
2010,New Mexico,    Household consumption expenditures (for services),17743
2010,New Mexico,      Housing and utilities,4793
2010,New Mexico,      Health care,4919
2010,New York,      Clothing and footwear,1485
2010,New York,      Gasoline and other energy goods,775
2010,New York,    Household consumption expenditures (for services),25774
2010,New York,      Housing and utilities,7118
2010,New York,      Health care,6333
2010,North Carolina,      Clothing and footwear,905
2010,North Carolina,      Gasoline and other energy goods,1137
2010,North Carolina,    Household consumption expenditures (for services),17229
2010,North Carolina,      Housing and utilities,4794
2010,North Carolina,      Health care,4910
2010,North Dakota,      Clothing and footwear,1111
2010,North Dakota,      Gasoline and other energy goods,2529
2010,North Dakota,    Household consumption expenditures (for services),20270
2010,North Dakota,      Housing and utilities,4328
2010,North Dakota,      Health care,6258
2010,Ohio,      Clothing and footwear,844
2010,Ohio,      Gasoline and other energy goods,1068
2010,Ohio,    Household consumption expenditures (for services),20324
2010,Ohio,      Housing and utilities,5288
2010,Ohio,      Health care,5828
2010,Oklahoma,      Clothing and footwear,916
2010,Oklahoma,      Gasoline and other energy goods,1354
2010,Oklahoma,    Household consumption expenditures (for services),16598
2010,Oklahoma,      Housing and utilities,4443
2010,Oklahoma,      Health care,4904
2010,Oregon,      Clothing and footwear,942
2010,Oregon,      Gasoline and other energy goods,987
2010,Oregon,    Household consumption expenditures (for services),20594
2010,Oregon,      Housing and utilities,6654
2010,Oregon,      Health care,5276
2010,Pennsylvania,      Clothing and footwear,1004
2010,Pennsylvania,      Gasoline and other energy goods,1192
2010,Pennsylvania,    Household consumption expenditures (for services),22690
2010,Pennsylvania,      Housing and utilities,5473
2010,Pennsylvania,      Health care,6203
2010,Rhode Island,      Clothing and footwear,831
2010,Rhode Island,      Gasoline and other energy goods,910
2010,Rhode Island,    Household consumption expenditures (for services),23834
2010,Rhode Island,      Housing and utilities,7254
2010,Rhode Island,      Health care,6331
2010,South Carolina,      Clothing and footwear,986
2010,South Carolina,      Gasoline and other energy goods,1394
2010,South Carolina,    Household consumption expenditures (for services),16929
2010,South Carolina,      Housing and utilities,4650
2010,South Carolina,      Health care,4832
2010,South Dakota,      Clothing and footwear,868
2010,South Dakota,      Gasoline and other energy goods,1849
2010,South Dakota,    Household consumption expenditures (for services),20283
2010,South Dakota,      Housing and utilities,4446
2010,South Dakota,      Health care,6604
2010,Tennessee,      Clothing and footwear,915
2010,Tennessee,      Gasoline and other energy goods,1052
2010,Tennessee,    Household consumption expenditures (for services),17415
2010,Tennessee,      Housing and utilities,5040
2010,Tennessee,      Health care,5140
2010,Texas,      Clothing and footwear,1077
2010,Texas,      Gasoline and other energy goods,1133
2010,Texas,    Household consumption expenditures (for services),18739
2010,Texas,      Housing and utilities,5050
2010,Texas,      Health care,4798
2010,Utah,      Clothing and footwear,897
2010,Utah,      Gasoline and other energy goods,1024
2010,Utah,    Household consumption expenditures (for services),17477
2010,Utah,      Housing and utilities,5339
2010,Utah,      Health care,4000
2010,Vermont,      Clothing and footwear,805
2010,Vermont,      Gasoline and other energy goods,1966
2010,Vermont,    Household consumption expenditures (for services),23137
2010,Vermont,      Housing and utilities,6586
2010,Vermont,      Health care,6591
2010,Virginia,      Clothing and footwear,1115
2010,Virginia,      Gasoline and other energy goods,1260
2010,Virginia,    Household consumption expenditures (for services),23795
2010,Virginia,      Housing and utilities,6778
2010,Virginia,      Health care,5077
2010,Washington,      Clothing and footwear,918
2010,Washington,      Gasoline and other energy goods,925
2010,Washington,    Household consumption expenditures (for services),23070
2010,Washington,      Housing and utilities,7097
2010,Washington,      Health care,5875
2010,West Virginia,      Clothing and footwear,746
2010,West Virginia,      Gasoline and other energy goods,1242
2010,West Virginia,    Household consumption expenditures (for services),16351
2010,West Virginia,      Housing and utilities,4016
2010,West Virginia,      Health care,5827
2010,Wisconsin,      Clothing and footwear,857
2010,Wisconsin,      Gasoline and other energy goods,1289
2010,Wisconsin,    Household consumption expenditures (for services),21011
2010,Wisconsin,      Housing and utilities,5609
2010,Wisconsin,      Health care,6381
2010,Wyoming,      Clothing and footwear,765
2010,Wyoming,      Gasoline and other energy goods,2918
2010,Wyoming,    Household consumption expenditures (for services),20804
2010,Wyoming,      Housing and utilities,5349
2010,Wyoming,      Health care,5460
2011,United States,      Clothing and footwear,1067
2011,United States,      Gasoline and other energy goods,1328
2011,United States,    Household consumption expenditures (for services),21862
2011,United States,      Housing and utilities,6278
2011,United States,      Health care,5640
2011,Alabama,      Clothing and footwear,928
2011,Alabama,      Gasoline and other energy goods,1423
2011,Alabama,    Household consumption expenditures (for services),16813
2011,Alabama,      Housing and utilities,4484
2011,Alabama,      Health care,4793
2011,Alaska,      Clothing and footwear,908
2011,Alaska,      Gasoline and other energy goods,1431
2011,Alaska,    Household consumption expenditures (for services),25863
